n,file,score,confidence,query,serp_position,source_domain,source_page,image_url,title,source_size,output_size,kb,quality_note,orig_file
1,mari-giglio.jpg,81.4,alta,"""Giglio"" ""Enzo Mari""",6,auctionet.com,https://auctionet.com/en/3457375-letterknife-resp-a-giglio-letter-stand-enzo-mari-for-danese-milano-resp-andreas,https://images.auctionet.com/thumbs/large_item_3457375_2c399a221e.jpg,"LETTERKNIFE resp. A “Giglio” letter stand, Enzo Mari for Danese Milano  resp. Andreas Mikkelsen for Georg Jensen. Miscellaneous - Miscellaneous -  Auctionet",1290x1290,1600x1600,348.3,"OK; sorgente 1290x1290, 104.0KB; sfondo chiaro pulito ai bordi (90%); q=96; immagine preservata intera: sorgente 1290x1290; niente scontorno/crop",
2,mari-giglio2.jpg,78.6,alta,"""Giglio"" ""Enzo Mari""",10,saypaper.it,https://saypaper.it/products/tagliacarte-giglio-enzo-mari-1985?srsltid=AfmBOopdxHQCL6INyHMKE89K4NbTTYdslg1kZkp9BVES802YtWa3Nq09,https://saypaper.it/cdn/shop/files/accessori-tagliacarte-giglio-enzo-mari-1985-saypaper-danese-milano-1238594343.png?v=1778949070&width=1920,Tagliacarte Giglio - Enzo Mari 1985,1920x1920,1600x1600,96.2,"OK; sorgente 1920x1920, 62.2KB; sfondo chiaro pulito ai bordi (100%); q=96; immagine preservata intera: sorgente 1920x1920; niente scontorno/crop",
1,mari-murano-d.jpg,76.6,alta,"""Murano D"" ""Enzo Mari""",10,artemest.com,https://artemest.com/it-it/products/vaso-di-murano-d-fume-e-giallo-di-enzo-mari,https://cdn.shopify.com/s/files/1/0653/7697/7075/files/1763045878492-RATENY-_0008__0010_L1060598.jpg?v=1764178150&width=3840,Vaso di Murano D fumé e giallo di Enzo Mari Danese Milano | Artemest,1400x1400,1600x1600,374.5,"OK; sorgente 1400x1400, 168.1KB; sfondo chiaro pulito ai bordi (100%); q=96; immagine preservata intera: sorgente 1400x1400; niente scontorno/crop",
2,mari-murano-d2.jpg,75.4,alta,"""Murano D"" ""Enzo Mari""",11,artemest.com,https://artemest.com/it-it/products/vaso-di-murano-d-fume-e-giallo-di-enzo-mari,https://cdn.shopify.com/s/files/1/0653/7697/7075/files/1762875239375-MEATNY-_0003__0000__0006__0000_KANZ_LOLLO_verdeSMALL.jpg?v=1763459267&width=3840,Vaso di Murano D fumé e giallo di Enzo Mari Danese Milano | Artemest,1400x1400,1600x1600,228.7,"OK; sorgente 1400x1400, 91.1KB; sfondo chiaro pulito ai bordi (100%); q=96; immagine preservata intera: sorgente 1400x1400; niente scontorno/crop",
3,mari-murano-d3.jpg,71.8,alta,"""Murano D"" ""Enzo Mari""",20,artemest.com,https://artemest.com/it-it/products/vaso-di-murano-d-di-enzo-mari,https://cdn.shopify.com/s/files/1/0653/7697/7075/files/sdsurbuj7nxio48gue61n37ne1nx.jpg?v=1747396024&width=3840,Vaso di Murano D di Enzo Mari Danese Milano | Artemest,1400x1400,1600x1600,257.6,"OK; sorgente 1400x1400, 60.8KB; sfondo chiaro pulito ai bordi (100%); q=96; immagine preservata intera: sorgente 1400x1400; niente scontorno/crop",
1,mari-murano-e.jpg,67.4,alta,"""Murano E"" ""Enzo Mari""",6,artemest.com,https://artemest.com/it-it/products/vaso-di-murano-e-fume-e-verde-chiaro-di-enzo-mari,https://cdn.shopify.com/s/files/1/0653/7697/7075/files/131298_DANEMI-03320200828-25-7t2v1k.jpg?v=1747394872,Vaso di Murano E fumé e verde chiaro di Enzo Mari,1400x1400,1600x1600,206.8,"OK; sorgente 1400x1400, 60.3KB; sfondo chiaro pulito ai bordi (100%); q=96; immagine preservata intera: sorgente 1400x1400; niente scontorno/crop",
1,mari-flores.jpg,69.8,alta,"""Flores"" ""Enzo Mari""",4,dellachiara.it,https://www.dellachiara.it/shop/accessori/accessori-scrivania/flores-scatola/?srsltid=AfmBOoo5vaZuYtN70k9awfZYnGNqxBj_xRfnsQpz0heaPZiLZP3D4BSL,https://www.dellachiara.it/wp-content/uploads/2025/03/Danese-Flores-box-portaoggetti-design-Enzo-Mari-vendita-online.jpg,Danese Flores scatola | Della Chiara,1400x1400,1600x1600,194.2,"OK; sorgente 1400x1400, 129.3KB; sfondo chiaro pulito ai bordi (100%); q=96; immagine preservata intera: sorgente 1400x1400; niente scontorno/crop",
2,mari-flores2.jpg,84.6,alta,"""Flores"" ""Enzo Mari""",5,saypaper.it,https://saypaper.it/products/scatola-flores-enzo-mari-1992?srsltid=AfmBOooIdw06AW_TBkMneWwdv6CgCakNdO4PVrKeaPS2MEUdsg7EaW1r,http://saypaper.it/cdn/shop/files/accessori-per-la-scrivania-scatola-flores-enzo-mari-1992-saypaper-danese-milano-1237434711.png?v=1778423710,Scatola Flores - Enzo Mari 1992,1920x1920,1600x1600,254.2,"OK; sorgente 1920x1920, 345.6KB; sfondo chiaro pulito ai bordi (100%); q=96; immagine preservata intera: sorgente 1920x1920; niente scontorno/crop",
1,mari-globo.jpg,85.4,alta,"""Globo"" ""Enzo Mari""",1,casarredo.it,https://www.casarredo.it/prodotto/globo-appendiabiti-magis-design-enzo-mari/?srsltid=AfmBOooFHuNuu1zUdVPmfKE2sbAyse7KYXg1Na2YDEh63ZaZ_6qUZAM1,https://www.casarredo.it/wp-content/uploads/2017/02/globo-appendiabiti-magis-1.jpg,GLOBO APPENDIABITI MAGIS DESIGN ENZO MARI — Casarredo,1000x750,1600x1600,118.3,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (1000x750); sfondo chiaro pulito ai bordi (100%); q=96; immagine preservata intera: sorgente 1000x750; niente scontorno/crop,
2,mari-globo2.jpg,52.2,alta,"""Globo"" ""Enzo Mari""",2,www2.ad-on-line-store.com,https://www2.ad-on-line-store.com/product/appendiabiti-globo-magis/,https://www2.ad-on-line-store.com/wp-content/uploads/2020/08/26375.jpg,Appendiabiti Globo Magis su AD Online Store - Spedizione Gratuita in Italia!,500x332,1600x1600,95.3,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (500x332); sfondo chiaro pulito ai bordi (92%); q=96; immagine preservata intera: sorgente 500x332; niente scontorno/crop,
3,mari-globo3.jpg,73.0,alta,"""Globo"" ""Enzo Mari""",3,casarredo.it,https://www.casarredo.it/prodotto/globo-appendiabiti-magis-design-enzo-mari/?srsltid=AfmBOooS7zdb0fJ_hGXc1OXDYCsmIj9Ii1JX7SXuB2UssBMXCqy-G4kG,https://www.casarredo.it/wp-content/uploads/2017/02/globo-appendiabiti-magis-2-700x525.jpg,GLOBO APPENDIABITI MAGIS DESIGN ENZO MARI — Casarredo,700x525,1600x1600,167.7,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (700x525); sfondo non pulito/ambientato ai bordi (48%); q=96; immagine preservata intera: sorgente 700x525; niente scontorno/crop,
1,mari-mariolina.jpg,82.6,alta,"""Mariolina"" ""Enzo Mari""",5,moobilia.it,https://www.moobilia.it/prodotto/mariolina-sedia/?srsltid=AfmBOorU7GTlWFM7QnTFvbsUMKQQMilM2kycRF52aNDNDfq_53FKlo6j,https://www.moobilia.it/wp-content/uploads/2020/12/immagine_base_mariolina.jpg,Sedia Mariolina - Magis - Enzo Mari - Arredamento - Moobilia,1500x1500,1600x1600,144.3,"OK; sorgente 1500x1500, 61.2KB; sfondo chiaro pulito ai bordi (100%); q=96; immagine preservata intera: sorgente 1500x1500; niente scontorno/crop",
2,mari-mariolina2.jpg,69.4,alta,"""Mariolina"" ""Enzo Mari""",11,atlanticomilano.it,https://atlanticomilano.it/products/mariolina?srsltid=AfmBOooi6U6a_p-wV4JK4_WBOowO5CSrYtmsfE58K6-9U8entFGUMPHU,https://atlanticomilano.it/cdn/shop/files/Magis_mariolina_product_lateral_SD302_chromed_anthracite_01_hr.jpg?v=1730802562&width=3550,Mariolina: sedia vintage anni '50 di Enzo Mari | Showroom Milano,3550x4438,1600x1600,117.0,"OK; sorgente 3550x4438, 138.0KB; sfondo chiaro pulito ai bordi (100%); q=96; immagine preservata intera: sorgente 3550x4438; niente scontorno/crop",
3,mari-mariolina3.jpg,65.8,alta,"""Mariolina"" ""Enzo Mari""",14,atlanticomilano.it,https://atlanticomilano.it/products/mariolina?srsltid=AfmBOoo9ZNVLAAUwx6X_Qkat6GqgHsWKoNl23PSyHbjxPNu7F5ulJ3LU,https://atlanticomilano.it/cdn/shop/files/Magis_mariolina_product_detail_white_light-blue_orange_01_hr.jpg?v=1730802613&width=4016,Mariolina: sedia vintage anni '50 di Enzo Mari | Showroom Milano,4016x5020,1600x1600,367.7,"OK; sorgente 4016x5020, 748.9KB; sfondo chiaro pulito ai bordi (91%); q=96; immagine preservata intera: sorgente 4016x5020; niente scontorno/crop",
1,mari-seggiolina-pop.jpg,83.4,alta,"""Seggiolina Pop"" ""Enzo Mari""",6,atlanticomilano.it,https://atlanticomilano.it/products/seggiolina-pop?srsltid=AfmBOoqz4Mdd8IZC2LV3D6P2NDopgxaSttYYcOGjTJUsLdHtQrYpcOGU,https://atlanticomilano.it/cdn/shop/files/Magis_seggiolina-pop_product_lateral_MT10_green_01_hr.jpg?v=1723124891&width=1506,Seggiolina Pop Enzo Mari - Magis Me Too - Atlantico,1506x2008,1600x1600,407.9,"OK; sorgente 1506x2008, 194.5KB; sfondo chiaro pulito ai bordi (100%); q=96; immagine preservata intera: sorgente 1506x2008; niente scontorno/crop",
2,mari-seggiolina-pop2.jpg,77.4,alta,"""Seggiolina Pop"" ""Enzo Mari""",11,atlanticomilano.it,https://atlanticomilano.it/products/seggiolina-pop?srsltid=AfmBOoru6zMjZucjkQEP7oZwmWMG4R0mTasiqtaZi6MDRnWbcw59kN3s,https://atlanticomilano.it/cdn/shop/files/Magis_kids_seggiolina_pop_chair_product_group_MT10_01_hr.jpg?v=1723124176&width=3616,Seggiolina Pop Enzo Mari - Magis Me Too - Atlantico,3616x3588,1600x1600,432.0,"OK; sorgente 3616x3588, 631.9KB; sfondo chiaro pulito ai bordi (100%); q=96; immagine preservata intera: sorgente 3616x3588; niente scontorno/crop",
3,mari-seggiolina-pop3.jpg,137.8,alta,"""Seggiolina Pop"" ""Enzo Mari""",14,magisdesign.com,https://www.magisdesign.com/fr/product/seggiolina-pop/,https://www.magisdesign.com/wp-content/uploads/2020/03/Magis_seggiolina-pop_product_side_MT10_blue_01.jpg,Seggiolina Pop - Magis S.p.A.,3012x4016,1600x1600,334.1,"OK; sorgente 3012x4016, 2305.3KB; sfondo chiaro pulito ai bordi (100%); q=96; immagine preservata intera: sorgente 3012x4016; niente scontorno/crop",
1,mari-venezia.jpg,73.0,alta,"""Venezia"" ""Enzo Mari""",3,architonic.com,https://www.architonic.com/it/p/rexite-venezia-20281087/,https://media.architonic.com/m-on/3100304/product/20281089/rexite_venezia_fc980e5b.jpeg,VENEZIA – Scaffali di Rexite | Architonic,3000x2564,1600x1600,267.8,"OK; sorgente 3000x2564, 925.5KB; sfondo chiaro pulito ai bordi (100%); q=96; immagine preservata intera: sorgente 3000x2564; niente scontorno/crop",
1,mari-farfalla.jpg,153.4,alta,"""Farfalla"" ""Enzo Mari""",1,alessi.com,https://alessi.com/it/products/farfalla-nutcracker,http://alessi.com/cdn/shop/products/1_EM10_ce290cde-a8cc-4e69-9f0a-c3739af7c068.jpg?v=1649179932,Farfalla,1648x2062,1600x1600,127.4,FALLBACK_DA_CONTROLLARE; file sorgente troppo leggero (50.2KB); sfondo chiaro pulito ai bordi (100%); q=96; immagine preservata intera: sorgente 1648x2062; niente scontorno/crop,
2,mari-farfalla2.jpg,38.2,media,"""Farfalla"" ""Enzo Mari""",2,babalibri.it,https://www.babalibri.it/pubblicazioni/la-mela-e-la-farfalla/,https://www.babalibri.it/wp-content/uploads/2017/03/la-mela-e-la-farfalla-imm-600x600.jpg,La mela e la farfalla – Babalibri,600x600,1600x1600,125.1,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (600x600); sfondo chiaro pulito ai bordi (99%); q=96; immagine preservata intera: sorgente 600x600; niente scontorno/crop,
3,mari-farfalla3.jpg,48.0,media,"""Farfalla"" ""Enzo Mari""",3,arsvalue.com,https://www.arsvalue.com/it/lotti/493733/mari-iela-ed-enzo-la-mela-e-la-farfalla-milano-casa-editrice-valentino-bom,https://www.arsvalue.com/Upl/Auctions/2074/3825/493733/128-662667.jpg,"MARI, Iela ed Enzo - La mela e la farfalla. Milano: Casa Editrice Valentino  Bom | Il Ponte Casa d'Aste | ArsValue.com",600x431,1600x1600,128.9,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (600x431); sfondo chiaro pulito ai bordi (100%); q=96; immagine preservata intera: sorgente 600x431; niente scontorno/crop,
1,vigo-mod-4041.jpg,86.2,alta,"""Mod. 4041"" ""Nanda Vigo""",2,intondo.com,https://www.intondo.com/it/products/113864/illuminazione/lampade-da-terra/lampada-da-terra-mod-4041-di-nanda-vigo-per-kartell-anni-60,https://www.intondo.com/media/mounted_nas/app-models-product/2025/1620433/conversions/f_43293672_1737644928373_bg_processed-large.webp,"Lampada da terra mod. 4041 di Nanda Vigo per Kartell, anni '60 | intOndo",1280x1280,1600x1600,90.4,FALLBACK_DA_CONTROLLARE; file sorgente troppo leggero (7.4KB); sfondo chiaro pulito ai bordi (100%); q=96; immagine preservata intera: sorgente 1280x1280; niente scontorno/crop,
2,vigo-mod-40412.jpg,63.0,alta,"""Mod. 4041"" ""Nanda Vigo""",3,incanto.auction,https://www.incanto.auction/it/asta-0227/vigo-nanda-nanda-vigo-lampada-da-terra-mod-4041-62112,https://api.incanto.auction/api/lotto/immagine/62112.jpg,Nanda Vigo : Lampada da terra mod. 4041 - Asta Classic Design - Incanto  Casa d'Aste e Galleria,1333x2000,1600x1600,306.7,"FALLBACK_DA_CONTROLLARE; sorgente 1333x2000, 165.0KB; sfondo non pulito/ambientato ai bordi (1%); q=96; immagine preservata intera: sorgente 1333x2000; niente scontorno/crop",
3,vigo-mod-40413.jpg,57.8,alta,"""Mod. 4041"" ""Nanda Vigo""",4,incanto.auction,https://www.incanto.auction/it/asta-0227/vigo-nanda-nanda-vigo-lampada-da-terra-mod-4041-62112,https://api.incanto.auction/api/lotto/immagine/62112/1/600.jpg,Nanda Vigo : Lampada da terra mod. 4041 - Asta Classic Design - Incanto  Casa d'Aste e Galleria,600x900,1600x1600,119.3,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (600x900); sfondo non pulito/ambientato ai bordi (13%); q=96; immagine preservata intera: sorgente 600x900; niente scontorno/crop,
1,vigo-iceberg.jpg,51.8,alta,"""Iceberg"" ""Nanda Vigo""",18,lamodern.com,https://www.lamodern.com/auctions/2024/03/beauty-mischief-selections-from-blackman-cruz/223,https://www.lamodern.com/items/index/2000/223_2_beauty_mischief_selections_from_blackman_cruz_march_2024_nanda_vigo_iceberg_table_lamp_model_14088__lama_auction.jpg?t=1709739405,"223: NANDA VIGO, Iceberg table lamp, model 14088 < Beauty & Mischief:  Selections from Blackman Cruz, 20 March 2024 < Auctions | Los Angeles  Modern Auctions (LAMA)",2000x2000,1600x1600,282.6,"OK; sorgente 2000x2000, 117.7KB; sfondo chiaro pulito ai bordi (100%); q=96; immagine preservata intera: sorgente 2000x2000; niente scontorno/crop",
1,vigo-linea.jpg,71.8,alta,"""Linea"" ""Nanda Vigo""",86,wright20.com,https://www.wright20.com/auctions/2022/03/design/240,https://www.wright20.com/items/index/2000/240_1_design_march_2022_nanda_vigo_linea_floor_lamp__wright_auction.jpg?t=1693162415,"240: NANDA VIGO, Linea floor lamp < Design, 31 March 2022 < Auctions |  Wright: Auctions of Art and Design",2000x2000,1600x1600,202.0,"OK; sorgente 2000x2000, 90.4KB; sfondo chiaro pulito ai bordi (100%); q=96; immagine preservata intera: sorgente 2000x2000; niente scontorno/crop",
1,vigo-manhattan.jpg,75.4,alta,"""Manhattan"" ""Nanda Vigo""",1,lamodern.com,https://www.lamodern.com/auctions/2013/10/modern-art-design/485,https://www.lamodern.com/items/index/2000/485_0_modern_art_design_october_2013_nanda_vigo_manhattan_floor_lamp__lama_auction.jpg?t=1687362157,"485: NANDA VIGO, Manhattan floor lamp < Modern Art & Design, 13 October  2013 < Auctions | Los Angeles Modern Auctions (LAMA)",2000x4040,1600x1600,111.8,"OK; sorgente 2000x4040, 146.6KB; sfondo chiaro pulito ai bordi (100%); q=96; immagine preservata intera: sorgente 2000x4040; niente scontorno/crop",
1,vigo-serie-top-cassettiera.jpg,16.0,media,"""Serie TOP - cassettiera"" ""Nanda Vigo""",16,1stdibs.com,https://www.1stdibs.com/it/creators/nanda-vigo/furniture/,https://a.1stdibscdn.com/pair-of-acerbis-storet-dresser-in-black-ash-with-pink-glossy-lacquered-utopia-for-sale-picture-2/f_16392/f_369707721699330851467/B01_master.jpg?width=240,Nanda Vigo Arredi - 57 in vendita su 1stDibs Italia,240x180,1600x1600,87.4,FALLBACK_ESTREMO_SEMANTICA_NON_SICURA; sorgente troppo piccola (240x180); sfondo non pulito/ambientato ai bordi (9%); q=96; immagine preservata intera: sorgente 240x180; niente scontorno/crop,
2,vigo-serie-top-cassettiera2.jpg,30.0,media,"""Serie TOP - cassettiera"" ""Nanda Vigo""",17,1stdibs.com,https://www.1stdibs.com/it/arredi/armadi-e-contenitori/cassettoni/cassettiera-acerbis-storet-personalizzabile-di-nanda-vigo/id-f_43798222/,https://a.1stdibscdn.com/customizable-storet-chest-of-drawers-by-nanda-vigo-for-sale-picture-3/f_44652/f_437982221740506691851/2_Acerbis_Storet_LorenzoCappelliniBaio_master.jpg?width=768,Cassettiera Acerbis Storet personalizzabile di Nanda Vigo in vendita su  1stDibs Italia,768x1152,1600x1600,112.3,FALLBACK_ESTREMO_SEMANTICA_NON_SICURA; sorgente troppo piccola (768x1152); sfondo chiaro pulito ai bordi (91%); q=96; immagine preservata intera: sorgente 768x1152; niente scontorno/crop,
3,vigo-serie-top-cassettiera3.jpg,20.0,media,"""Serie TOP - cassettiera"" ""Nanda Vigo""",18,1stdibs.com,https://www.1stdibs.com/it/arredi/armadi-e-contenitori/cassettoni/cassettiera-acerbis-storet-personalizzabile-di-nanda-vigo/id-f_43798342/,https://a.1stdibscdn.com/customizable-storet-chest-of-drawers-by-nanda-vigo-for-sale/f_44652/f_437983421740507033396/f_43798342_1740507033833_bg_processed.jpg?width=768,Cassettiera Acerbis Storet personalizzabile di Nanda Vigo in vendita su  1stDibs Italia,768x768,1600x1600,148.0,FALLBACK_ESTREMO_SEMANTICA_NON_SICURA; sorgente troppo piccola (768x768); sfondo chiaro pulito ai bordi (100%); q=96; immagine preservata intera: sorgente 768x768; niente scontorno/crop,
1,vigo-serie-top-cubo-bar.jpg,53.6,media,"""Serie TOP - cubo bar"" ""Nanda Vigo"" ""Fai International""",1,1stdibs.com,https://www.1stdibs.com/it/arredi/sedute/poltrone/sedia-nanda-vigo-serie-top-in-vetro-a-specchio-per-fai-international-italia-1970/id-f_50273602/,https://a.1stdibscdn.com/nanda-vigo-top-series-chair-in-mirror-glass-for-fai-international-italy-1970-for-sale/1121189/f_502736021779965320632/50273602_datamatics.jpg?width=768,"Sedia Nanda Vigo ""Serie Top"" in vetro a specchio per FAI International,  Italia 1970 in vendita su 1stDibs Italia",768x768,1600x1600,129.8,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (768x768); sfondo chiaro pulito ai bordi (100%); q=96; immagine preservata intera: sorgente 768x768; niente scontorno/crop,
2,vigo-serie-top-cubo-bar2.jpg,50.0,media,"""Serie TOP - cubo bar"" ""Nanda Vigo"" ""Fai International""",4,1stdibs.com,https://www.1stdibs.com/it/arredi/sedute/poltrone/sedia-nanda-vigo-serie-top-in-vetro-a-specchio-per-fai-international-italia-1970/id-f_50273602/,https://a.1stdibscdn.com/nanda-vigo-top-series-chair-in-mirror-glass-for-fai-international-italy-1970-for-sale-picture-6/f_11172/f_502736021779886549667/Nanda_Vigo_chair_1970_5_master.jpg?width=768,"Sedia Nanda Vigo ""Serie Top"" in vetro a specchio per FAI International,  Italia 1970 in vendita su 1stDibs Italia",768x512,1600x1600,95.6,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (768x512); sfondo non pulito/ambientato ai bordi (0%); q=96; immagine preservata intera: sorgente 768x512; niente scontorno/crop,
3,vigo-serie-top-cubo-bar3.jpg,48.8,media,"""Serie TOP - cubo bar"" ""Nanda Vigo"" ""Fai International""",5,1stdibs.com,https://www.1stdibs.com/it/arredi/sedute/poltrone/sedia-nanda-vigo-serie-top-in-vetro-a-specchio-per-fai-international-italia-1970/id-f_50273602/,https://a.1stdibscdn.com/nanda-vigo-top-series-chair-in-mirror-glass-for-fai-international-italy-1970-for-sale-picture-9/f_11172/f_502736021779886550703/Nanda_Vigo_chair_1970_8_master.jpg?width=768,"Sedia Nanda Vigo ""Serie Top"" in vetro a specchio per FAI International,  Italia 1970 in vendita su 1stDibs Italia",768x512,1600x1600,98.6,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (768x512); sfondo non pulito/ambientato ai bordi (0%); q=96; immagine preservata intera: sorgente 768x512; niente scontorno/crop,
1,vigo-serie-top-mobile-buffet.jpg,32.4,media,"""Serie TOP - mobile buffet"" ""Nanda Vigo"" ""Fai International""",2,artscore.it,https://artscore.it/nanda-vigo-luce-interdisciplinare/,http://artscore.it/wp-content/uploads/2020/05/Nanda-Vigo-Coll.-22TOP22-prod.-Fai-International-1970.jpeg,Nanda Vigo. Una vita per il progetto interdisciplinare con la luce,600x380,1600x1600,195.1,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (600x380); sfondo non pulito/ambientato ai bordi (12%); q=96; immagine preservata intera: sorgente 600x380; niente scontorno/crop,
2,vigo-serie-top-mobile-buffet2.jpg,39.2,media,"""Serie TOP - mobile buffet"" ""Nanda Vigo"" ""Fai International""",13,1stdibs.com,https://www.1stdibs.com/furniture/tables/tables/mirrored-glass-metal-table-nanda-vigo-fai-international-italy-1972/id-f_45506102/,https://a.1stdibscdn.com/mirrored-glass-and-metal-table-by-nanda-vigo-for-fai-international-italy-1972-for-sale/1121189/f_455061021750340422052/45506102_datamatics.jpg?width=768,"Mirrored glass and metal table by Nanda Vigo for Fai International, Italy  1972 at 1stDibs",768x768,1600x1600,135.4,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (768x768); sfondo chiaro pulito ai bordi (100%); q=96; immagine preservata intera: sorgente 768x768; niente scontorno/crop,
3,vigo-serie-top-mobile-buffet3.jpg,48.0,media,"""Serie TOP - mobile buffet"" ""Nanda Vigo"" ""Fai International""",18,1stdibs.com,https://www.1stdibs.com/furniture/tables/tables/mirrored-glass-metal-table-nanda-vigo-fai-international-italy-1972/id-f_45506102/,https://a.1stdibscdn.com/mirrored-glass-and-metal-table-by-nanda-vigo-for-fai-international-italy-1972-for-sale-picture-4/f_10316/f_455061021750255911516/FMS_5271_master.jpg?width=768,"Mirrored glass and metal table by Nanda Vigo for Fai International, Italy  1972 at 1stDibs",768x1151,1600x1600,209.4,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (768x1151); sfondo non pulito/ambientato ai bordi (1%); q=96; immagine preservata intera: sorgente 768x1151; niente scontorno/crop,
1,vigo-utopia.jpg,77.8,alta,"""Utopia"" ""Nanda Vigo""",9,incollect.com,https://www.incollect.com/listings/furniture/lighting/arredoluce-nanda-vigo-utopia-table-lamp-1970-801971,https://cdn.incollect.com/sites/default/files/zoom/-Arredoluce-Nanda-Vigo-Utopia-table-lamp-1970-801971-4165615.jpg,"Arredoluce - Nanda Vigo, Utopia table lamp, 1970",1400x1400,1600x1600,223.6,"OK; sorgente 1400x1400, 75.2KB; sfondo chiaro pulito ai bordi (85%); q=96; immagine preservata intera: sorgente 1400x1400; niente scontorno/crop",
1,vigo-blocco.jpg,125.8,alta,"""Blocco"" ""Nanda Vigo""",17,driade.com,https://www.driade.com/prodotto/blocco/?srsltid=AfmBOorrbvgTqYyQ9Vxtct1vWGPtCv-ZY0_EybH2VjagXNahpP0RdkOP,https://www.driade.com/wp-content/uploads/2025/08/Blocco_sedie-e-poltroncine_card-1.jpg,BLOCCO - Driade,1420x1420,1600x1600,196.5,"OK; sorgente 1420x1420, 108.2KB; sfondo chiaro pulito ai bordi (100%); q=96; immagine preservata intera: sorgente 1420x1420; niente scontorno/crop",
1,vigo-due-piu.jpg,58.2,alta,"""Due Più"" ""Nanda Vigo""",7,visconteacasadaste.com,https://www.visconteacasadaste.com/it/asta-0095/vigo-nanda-nanda-vigo-sedia-due-piu-41145,https://api.visconteacasadaste.com/api/lotto/immagine/41145.jpg,"NANDA VIGO : Sedia Due Più - Asta MILANO DECOR - Antiques, Fine Art, Wine &  Design Auction - Viscontea Casa d'Aste",1199x1799,1600x1600,368.0,"OK; sorgente 1199x1799, 121.3KB; sfondo chiaro pulito ai bordi (86%); q=96; immagine preservata intera: sorgente 1199x1799; niente scontorno/crop",
2,vigo-due-piu2.jpg,49.8,alta,"""Due Più"" ""Nanda Vigo""",16,visconteacasadaste.com,https://www.visconteacasadaste.com/it/asta-0095/vigo-nanda-nanda-vigo-sedia-due-piu-41145,https://api.visconteacasadaste.com/api/lotto/immagine/41145/1.jpg,"NANDA VIGO : Sedia Due Più - Asta MILANO DECOR - Antiques, Fine Art, Wine &  Design Auction - Viscontea Casa d'Aste",1199x1799,1600x1600,325.0,"OK; sorgente 1199x1799, 104.6KB; sfondo chiaro pulito ai bordi (91%); q=96; immagine preservata intera: sorgente 1199x1799; niente scontorno/crop",
1,vigo-geometral.jpg,87.4,alta,"""Geometral"" ""Nanda Vigo""",1,wright20.com,https://www.wright20.com/auctions/2016/10/design/315,https://www.wright20.com/items/index/2000/315_1_design_october_2016_nanda_vigo_geometral_wall_sconces_pair__wright_auction.jpg?t=1689082397,"315: NANDA VIGO, Geometral wall sconces, pair < Design, 20 October 2016 <  Auctions | Wright: Auctions of Art and Design",2000x2001,1600x1600,343.6,"OK; sorgente 2000x2001, 122.3KB; sfondo chiaro pulito ai bordi (100%); q=96; immagine preservata intera: sorgente 2000x2001; niente scontorno/crop",
1,vigo-blok.jpg,87.4,alta,"""Blok"" ""Nanda Vigo""",1,veroraro.com,https://veroraro.com/products/tavolino-coffee-table-quadrato-mod-blok-nanda-vigo-per-acerbis-1970s,https://veroraro.com/cdn/shop/files/1000007366_1500x.jpg?v=1734533987,Tavolino Coffee Table quadrato mod. Blok Nanda Vigo per Acerbis 1970's,1500x1500,1600x1600,400.3,"FALLBACK_DA_CONTROLLARE; sorgente 1500x1500, 132.1KB; sfondo non pulito/ambientato ai bordi (7%); q=94; immagine preservata intera: sorgente 1500x1500; niente scontorno/crop",
2,vigo-blok2.jpg,86.2,alta,"""Blok"" ""Nanda Vigo""",2,veroraro.com,https://veroraro.com/products/tavolino-coffee-table-quadrato-mod-blok-nanda-vigo-per-acerbis-1970s,https://veroraro.com/cdn/shop/files/1000007392_1500x.jpg?v=1734533987,Tavolino Coffee Table quadrato mod. Blok Nanda Vigo per Acerbis 1970's,1500x1500,1600x1600,392.2,"FALLBACK_DA_CONTROLLARE; sorgente 1500x1500, 138.9KB; sfondo non pulito/ambientato ai bordi (3%); q=94; immagine preservata intera: sorgente 1500x1500; niente scontorno/crop",
3,vigo-blok3.jpg,83.0,alta,"""Blok"" ""Nanda Vigo""",3,designxall.com,https://www.designxall.com/prodotto/tavolo-blok-di-acerbis-designer-nanda-vigo/,https://www.designxall.com/wp-content/uploads/2023/02/Tavolo-blok-nanda-vigo-designxall.png,"Tavolo Blok di Acerbis, design Nanda Vigo",1000x1000,1600x1600,226.2,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (1000x1000); sorgente con trasparenza; q=96; immagine preservata intera: sorgente 1000x1000; niente scontorno/crop,
